,emotion,statements,situation,gender
datasources\LDC\wav\3BD1s0181.wav,boredom,six hundred six,conversation,female
datasources\LDC\wav\3BD1s0182.wav,boredom,six hundred six,conversation,female
datasources\LDC\wav\3BD1s0190.wav,boredom,thirteen hundred,conversation,female
datasources\LDC\wav\3BD1s0191.wav,boredom,thirteen hundred,conversation,female
datasources\LDC\wav\3BD1s0192.wav,boredom,thirteen hundred,conversation,female
datasources\LDC\wav\3BD1s0200.wav,boredom,two hundred one,conversation,female
datasources\LDC\wav\3BD1s0201.wav,boredom,two hundred one,conversation,female
datasources\LDC\wav\3BD1s3360.wav,boredom,march twenty-sixth,conversation,female
datasources\LDC\wav\3BD1s3361.wav,boredom,march twenty-sixth,conversation,female
datasources\LDC\wav\3BD1s3362.wav,boredom,march twenty-sixth,conversation,female
datasources\LDC\wav\3CA1s0210.wav,cold anger,december eighth,conversation,female
datasources\LDC\wav\3CA1s0211.wav,cold anger,december eighth,conversation,female
datasources\LDC\wav\3CA1s0220.wav,cold anger,eight hundred four,conversation,female
datasources\LDC\wav\3CA1s0221.wav,cold anger,eight hundred four,conversation,female
datasources\LDC\wav\3CA1s0222.wav,cold anger,eight hundred four,conversation,female
datasources\LDC\wav\3CA1s0230.wav,cold anger,five hundred six,conversation,female
datasources\LDC\wav\3CA1s0231.wav,cold anger,five hundred six,conversation,female
datasources\LDC\wav\3CA1s0232.wav,cold anger,five hundred six,conversation,female
datasources\LDC\wav\3CA1s0240.wav,cold anger,four thousand four,conversation,female
datasources\LDC\wav\3CA1s0241.wav,cold anger,four thousand four,conversation,female
datasources\LDC\wav\3CA1s0242.wav,cold anger,four thousand four,conversation,female
datasources\LDC\wav\3CA1s0260.wav,cold anger,nine thousand three,conversation,female
datasources\LDC\wav\3CA1s0261.wav,cold anger,nine thousand three,conversation,female
datasources\LDC\wav\3CA1s0262.wav,cold anger,nine thousand three,conversation,female
datasources\LDC\wav\3CA1s0270.wav,cold anger,november fifth,conversation,female
datasources\LDC\wav\3CA1s0271.wav,cold anger,november fifth,conversation,female
datasources\LDC\wav\3CA1s0290.wav,cold anger,sixteen hundred,conversation,female
datasources\LDC\wav\3CA1s0291.wav,cold anger,sixteen hundred,conversation,female
datasources\LDC\wav\3CA1s0292.wav,cold anger,sixteen hundred,conversation,female
datasources\LDC\wav\3CA1s0300.wav,cold anger,three thousand four,conversation,female
datasources\LDC\wav\3CA1s0301.wav,cold anger,three thousand four,conversation,female
datasources\LDC\wav\3CA1s0302.wav,cold anger,three thousand four,conversation,female
datasources\LDC\wav\3CA1s3270.wav,cold anger,june twenty-ninth,conversation,female
datasources\LDC\wav\3CA1s3271.wav,cold anger,june twenty-ninth,conversation,female
datasources\LDC\wav\3CA1s3470.wav,cold anger,seventy-five,conversation,female
datasources\LDC\wav\3CA1s3471.wav,cold anger,seventy-five,conversation,female
datasources\LDC\wav\3CA1s3472.wav,cold anger,seventy-five,conversation,female
datasources\LDC\wav\3CT1s0310.wav,contempt,april nineteenth,conversation,female
datasources\LDC\wav\3CT1s0311.wav,contempt,april nineteenth,conversation,female
datasources\LDC\wav\3CT1s0320.wav,contempt,eight thousand three,conversation,female
datasources\LDC\wav\3CT1s0321.wav,contempt,eight thousand three,conversation,female
datasources\LDC\wav\3CT1s0340.wav,contempt,july second,conversation,female
datasources\LDC\wav\3CT1s0341.wav,contempt,july second,conversation,female
datasources\LDC\wav\3CT1s0350.wav,contempt,may eleventh,conversation,female
datasources\LDC\wav\3CT1s0351.wav,contempt,may eleventh,conversation,female
datasources\LDC\wav\3CT1s0360.wav,contempt,nine hundred one,conversation,female
datasources\LDC\wav\3CT1s0361.wav,contempt,nine hundred one,conversation,female
datasources\LDC\wav\3CT1s0370.wav,contempt,october third,conversation,female
datasources\LDC\wav\3CT1s0371.wav,contempt,october third,conversation,female
datasources\LDC\wav\3CT1s0380.wav,contempt,one thousand eight,conversation,female
datasources\LDC\wav\3CT1s0381.wav,contempt,one thousand eight,conversation,female
datasources\LDC\wav\3CT1s0382.wav,contempt,one thousand eight,conversation,female
datasources\LDC\wav\3CT1s0390.wav,contempt,six hundred three,conversation,female
datasources\LDC\wav\3CT1s0391.wav,contempt,six hundred three,conversation,female
datasources\LDC\wav\3CT1s0392.wav,contempt,six hundred three,conversation,female
datasources\LDC\wav\3CT1s0410.wav,contempt,two hundred ten,conversation,female
datasources\LDC\wav\3CT1s0411.wav,contempt,two hundred ten,conversation,female
datasources\LDC\wav\3CT1s3210.wav,contempt,forty-seven,conversation,female
datasources\LDC\wav\3CT1s3211.wav,contempt,forty-seven,conversation,female
datasources\LDC\wav\3CT1s3212.wav,contempt,forty-seven,conversation,female
datasources\LDC\wav\3CT1s3550.wav,contempt,thirty-seven,conversation,female
datasources\LDC\wav\3CT1s3551.wav,contempt,thirty-seven,conversation,female
datasources\LDC\wav\3CT1s3552.wav,contempt,thirty-seven,conversation,female
datasources\LDC\wav\3DG1s0420.wav,disgust,april second,conversation,female
datasources\LDC\wav\3DG1s0421.wav,disgust,april second,conversation,female
datasources\LDC\wav\3DG1s0422.wav,disgust,april second,conversation,female
datasources\LDC\wav\3DG1s0423.wav,disgust,april second,conversation,female
datasources\LDC\wav\3DG1s0430.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC\wav\3DG1s0431.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC\wav\3DG1s0432.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC\wav\3DG1s0433.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC\wav\3DG1s0434.wav,disgust,eight thousand twelve,conversation,female
datasources\LDC\wav\3DG1s0440.wav,disgust,four hundred eight,conversation,female
datasources\LDC\wav\3DG1s0441.wav,disgust,four hundred eight,conversation,female
datasources\LDC\wav\3DG1s0442.wav,disgust,four hundred eight,conversation,female
datasources\LDC\wav\3DG1s0443.wav,disgust,four hundred eight,conversation,female
datasources\LDC\wav\3DG1s0450.wav,disgust,july seventh,conversation,female
datasources\LDC\wav\3DG1s0451.wav,disgust,july seventh,conversation,female
datasources\LDC\wav\3DG1s0452.wav,disgust,july seventh,conversation,female
datasources\LDC\wav\3DG1s0453.wav,disgust,july seventh,conversation,female
datasources\LDC\wav\3DG1s0460.wav,disgust,may seventeenth,conversation,female
datasources\LDC\wav\3DG1s0461.wav,disgust,may seventeenth,conversation,female
datasources\LDC\wav\3DG1s0462.wav,disgust,may seventeenth,conversation,female
datasources\LDC\wav\3DG1s0463.wav,disgust,may seventeenth,conversation,female
datasources\LDC\wav\3DG1s0470.wav,disgust,nine hundred six,conversation,female
datasources\LDC\wav\3DG1s0471.wav,disgust,nine hundred six,conversation,female
datasources\LDC\wav\3DG1s0472.wav,disgust,nine hundred six,conversation,female
datasources\LDC\wav\3DG1s0473.wav,disgust,nine hundred six,conversation,female
datasources\LDC\wav\3DG1s0480.wav,disgust,october twelfth,conversation,female
datasources\LDC\wav\3DG1s0481.wav,disgust,october twelfth,conversation,female
datasources\LDC\wav\3DG1s0482.wav,disgust,october twelfth,conversation,female
datasources\LDC\wav\3DG1s0483.wav,disgust,october twelfth,conversation,female
datasources\LDC\wav\3DG1s0490.wav,disgust,one thousand five,conversation,female
datasources\LDC\wav\3DG1s0491.wav,disgust,one thousand five,conversation,female
datasources\LDC\wav\3DG1s0492.wav,disgust,one thousand five,conversation,female
datasources\LDC\wav\3DG1s0493.wav,disgust,one thousand five,conversation,female
datasources\LDC\wav\3DG1s0500.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0501.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0502.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0503.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0504.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0505.wav,disgust,six hundred twelve,conversation,female
datasources\LDC\wav\3DG1s0510.wav,disgust,three hundred eight,conversation,female
datasources\LDC\wav\3DG1s0511.wav,disgust,three hundred eight,conversation,female
datasources\LDC\wav\3DG1s0512.wav,disgust,three hundred eight,conversation,female
datasources\LDC\wav\3DG1s0513.wav,disgust,three hundred eight,conversation,female
datasources\LDC\wav\3DG1s0514.wav,disgust,three hundred eight,conversation,female
datasources\LDC\wav\3DG1s0520.wav,disgust,two hundred three,conversation,female
datasources\LDC\wav\3DG1s0521.wav,disgust,two hundred three,conversation,female
datasources\LDC\wav\3DG1s0522.wav,disgust,two hundred three,conversation,female
datasources\LDC\wav\3DG1s0523.wav,disgust,two hundred three,conversation,female
datasources\LDC\wav\3DG1s0570.wav,disgust,eight thousand five,conversation,female
datasources\LDC\wav\3DG1s3000.wav,disgust,two hundred thre,conversation,female
datasources\LDC\wav\3DM1s0070.wav,dominant,seven hundred,conversation,female
datasources\LDC\wav\3DM1s0071.wav,dominant,seven hundred,conversation,female
datasources\LDC\wav\3DM1s0072.wav,dominant,seven hundred,conversation,female
datasources\LDC\wav\3DM1s0130.wav,dominant,july fourteenth,conversation,female
datasources\LDC\wav\3DM1s0131.wav,dominant,july fourteenth,conversation,female
datasources\LDC\wav\3DM1s0132.wav,dominant,july fourteenth,conversation,female
datasources\LDC\wav\3DM1s0150.wav,dominant,nine hundred four,conversation,female
datasources\LDC\wav\3DM1s0151.wav,dominant,nine hundred four,conversation,female
datasources\LDC\wav\3DM1s0152.wav,dominant,nine hundred four,conversation,female
datasources\LDC\wav\3DM1s0350.wav,dominant,may eleventh,conversation,female
datasources\LDC\wav\3DM1s0351.wav,dominant,may eleventh,conversation,female
datasources\LDC\wav\3DM1s0380.wav,dominant,one thousand eight,conversation,female
datasources\LDC\wav\3DM1s0381.wav,dominant,one thousand eight,conversation,female
datasources\LDC\wav\3DM1s0382.wav,dominant,one thousand eight,conversation,female
datasources\LDC\wav\3DM1s0530.wav,dominant,august fifteenth,conversation,female
datasources\LDC\wav\3DM1s0540.wav,dominant,december fourth,conversation,female
datasources\LDC\wav\3DM1s0541.wav,dominant,december fourth,conversation,female
datasources\LDC\wav\3DM1s0542.wav,dominant,december fourth,conversation,female
datasources\LDC\wav\3DM1s0550.wav,dominant,eight hundred five,conversation,female
datasources\LDC\wav\3DM1s0551.wav,dominant,eight hundred five,conversation,female
datasources\LDC\wav\3DM1s0570.wav,dominant,eight thousand five,conversation,female
datasources\LDC\wav\3DM1s0571.wav,dominant,eight thousand five,conversation,female
datasources\LDC\wav\3DM1s0572.wav,dominant,eight thousand five,conversation,female
datasources\LDC\wav\3DM1s0580.wav,dominant,five hundred ten,conversation,female
datasources\LDC\wav\3DM1s0581.wav,dominant,five hundred ten,conversation,female
datasources\LDC\wav\3DM1s0582.wav,dominant,five hundred ten,conversation,female
datasources\LDC\wav\3DM1s0590.wav,dominant,five thousand ten,conversation,female
datasources\LDC\wav\3DM1s0591.wav,dominant,five thousand ten,conversation,female
datasources\LDC\wav\3DM1s0592.wav,dominant,five thousand ten,conversation,female
datasources\LDC\wav\3DM1s0600.wav,dominant,four hundred six,conversation,female
datasources\LDC\wav\3DM1s0601.wav,dominant,four hundred six,conversation,female
datasources\LDC\wav\3DM1s0610.wav,dominant,four thousand six,conversation,female
datasources\LDC\wav\3DM1s0611.wav,dominant,four thousand six,conversation,female
datasources\LDC\wav\3DM1s0620.wav,dominant,june twentieth,conversation,female
datasources\LDC\wav\3DM1s0621.wav,dominant,june twentieth,conversation,female
datasources\LDC\wav\3DM1s0622.wav,dominant,june twentieth,conversation,female
datasources\LDC\wav\3DM1s0630.wav,dominant,march thirtieth,conversation,female
datasources\LDC\wav\3DM1s0631.wav,dominant,march thirtieth,conversation,female
datasources\LDC\wav\3DM1s0650.wav,dominant,nine thousand four,conversation,female
datasources\LDC\wav\3DM1s0651.wav,dominant,nine thousand four,conversation,female
datasources\LDC\wav\3DM1s0660.wav,dominant,november twelfth,conversation,female
datasources\LDC\wav\3DM1s0661.wav,dominant,november twelfth,conversation,female
datasources\LDC\wav\3DM1s0662.wav,dominant,november twelfth,conversation,female
datasources\LDC\wav\3DM1s0670.wav,dominant,one hundred eight,conversation,female
datasources\LDC\wav\3DM1s0671.wav,dominant,one hundred eight,conversation,female
datasources\LDC\wav\3DM1s0672.wav,dominant,one hundred eight,conversation,female
datasources\LDC\wav\3DM1s0680.wav,dominant,september eighth,conversation,female
datasources\LDC\wav\3DM1s0681.wav,dominant,september eighth,conversation,female
datasources\LDC\wav\3DM1s0682.wav,dominant,september eighth,conversation,female
datasources\LDC\wav\3DM1s0710.wav,dominant,six hundred two,conversation,female
datasources\LDC\wav\3DM1s0711.wav,dominant,six hundred two,conversation,female
datasources\LDC\wav\3DM1s0712.wav,dominant,six hundred two,conversation,female
datasources\LDC\wav\3DM1s0720.wav,dominant,six thousand two,conversation,female
datasources\LDC\wav\3DM1s0721.wav,dominant,six thousand two,conversation,female
datasources\LDC\wav\3DM1s0730.wav,dominant,ten thousand ten,conversation,female
datasources\LDC\wav\3DM1s0731.wav,dominant,ten thousand ten,conversation,female
datasources\LDC\wav\3DM1s0740.wav,dominant,three hundred nine,conversation,female
datasources\LDC\wav\3DM1s0741.wav,dominant,three hundred nine,conversation,female
datasources\LDC\wav\3DM1s0750.wav,dominant,three thousand nine,conversation,female
datasources\LDC\wav\3DM1s0751.wav,dominant,three thousand nine,conversation,female
datasources\LDC\wav\3DM1s0760.wav,dominant,two hundred four,conversation,female
datasources\LDC\wav\3DM1s0761.wav,dominant,two hundred four,conversation,female
datasources\LDC\wav\3DM1s0770.wav,dominant,two thousand five,conversation,female
datasources\LDC\wav\3DM1s0771.wav,dominant,two thousand five,conversation,female
datasources\LDC\wav\3DM1s0780.wav,dominant,two thousand ten,conversation,female
datasources\LDC\wav\3DM1s0781.wav,dominant,two thousand ten,conversation,female
datasources\LDC\wav\3DM1s1060.wav,dominant,eighteen hundred,conversation,female
datasources\LDC\wav\3DM1s1061.wav,dominant,eighteen hundred,conversation,female
datasources\LDC\wav\3DM1s1062.wav,dominant,eighteen hundred,conversation,female
datasources\LDC\wav\3DM1s3440.wav,dominant,may twenty-sixth,conversation,female
datasources\LDC\wav\3DM1s3441.wav,dominant,may twenty-sixth,conversation,female
datasources\LDC\wav\3DM1s3530.wav,dominant,seventy-two,conversation,female
datasources\LDC\wav\3DM1s3531.wav,dominant,seventy-two,conversation,female
datasources\LDC\wav\3DM1s3532.wav,dominant,seventy-two,conversation,female
datasources\LDC\wav\3DP1s0540.wav,despair,december fourth,conversation,female
datasources\LDC\wav\3DP1s0541.wav,despair,december fourth,conversation,female
datasources\LDC\wav\3DP1s0610.wav,despair,four thousand six,conversation,female
datasources\LDC\wav\3DP1s0611.wav,despair,four thousand six,conversation,female
datasources\LDC\wav\3DP1s0612.wav,despair,four thousand six,conversation,female
datasources\LDC\wav\3DP1s0790.wav,despair,eight hundred six,conversation,female
datasources\LDC\wav\3DP1s0791.wav,despair,eight hundred six,conversation,female
datasources\LDC\wav\3DP1s0792.wav,despair,eight hundred six,conversation,female
datasources\LDC\wav\3DP1s0800.wav,despair,five hundred twelve,conversation,female
datasources\LDC\wav\3DP1s0801.wav,despair,five hundred twelve,conversation,female
datasources\LDC\wav\3DP1s0802.wav,despair,five hundred twelve,conversation,female
datasources\LDC\wav\3DP1s0810.wav,despair,march eleventh,conversation,female
datasources\LDC\wav\3DP1s0811.wav,despair,march eleventh,conversation,female
datasources\LDC\wav\3DP1s0812.wav,despair,march eleventh,conversation,female
datasources\LDC\wav\3DP1s0820.wav,despair,nineteen hundred,conversation,female
datasources\LDC\wav\3DP1s0821.wav,despair,nineteen hundred,conversation,female
datasources\LDC\wav\3DP1s0822.wav,despair,nineteen hundred,conversation,female
datasources\LDC\wav\3DP1s0850.wav,despair,ten thousand eight,conversation,female
datasources\LDC\wav\3DP1s0851.wav,despair,ten thousand eight,conversation,female
datasources\LDC\wav\3DP1s0852.wav,despair,ten thousand eight,conversation,female
datasources\LDC\wav\3DP1s0860.wav,despair,three thousand six,conversation,female
datasources\LDC\wav\3DP1s0861.wav,despair,three thousand six,conversation,female
