,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-01-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-502.57208251953125, 47.52730941772461, -7.171930313110352, 7.383814334869385, -6.124852657318115, 6.740046977996826, -9.168127059936523, -1.7118451595306396, -0.13718701899051666, -1.2562965154647827, -7.375712871551514, -2.3911919593811035, -9.175528526306152, -5.691695213317871, -3.351393699645996, -2.1829144954681396, -5.499930381774902, -4.900532245635986, -1.7656863927841187, -1.9569896459579468]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_04\03-01-08-02-02-02-04.wav,audio-only,surprised,Dogs are sitting by the door,female,"[-486.9032287597656, 48.46135711669922, -8.637115478515625, 10.808924674987793, -7.345241546630859, 6.850580215454102, -12.532326698303223, -1.9339789152145386, 1.0830429792404175, -1.4228218793869019, -8.00110149383545, -1.9953666925430298, -11.522761344909668, -6.105991363525391, -3.881575584411621, -2.683468818664551, -6.76837682723999, -6.107563018798828, -3.106705904006958, -3.2757046222686768]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-01-05.wav,audio-only,neutral,Kids are talking by the door,male,"[-734.6924438476562, 71.7121353149414, 15.229680061340332, 16.983461380004883, 2.118135452270508, 18.043638229370117, 5.0249762535095215, 6.6931471824646, 6.7589030265808105, 4.152324676513672, 4.1539306640625, 2.761068105697632, 1.1457586288452148, 0.14555011689662933, 1.6109851598739624, -2.540712833404541, -0.5802562236785889, 2.52543568611145, 1.8490102291107178, 1.5222198963165283]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-01-02-05.wav,audio-only,neutral,Kids are talking by the door,male,"[-757.4866943359375, 77.51791381835938, 11.920598030090332, 14.915803909301758, 3.354942560195923, 18.392822265625, 3.7953221797943115, 7.518847465515137, 9.259103775024414, 6.04090690612793, 5.772092342376709, 3.851398468017578, 2.0047690868377686, 0.9668951630592346, -0.500433087348938, -3.283510684967041, 1.0872048139572144, 2.2209689617156982, 2.8297595977783203, 4.473874092102051]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-01-05.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-705.9116821289062, 72.57238006591797, 10.619816780090332, 13.76883316040039, 3.9206950664520264, 19.88350486755371, 3.511375904083252, 4.1389665603637695, 4.089625835418701, 7.799829959869385, 4.997769832611084, 2.2218520641326904, 1.366731882095337, 0.22385086119174957, -0.6789604425430298, -4.298578262329102, -2.096709728240967, -0.03671390563249588, 2.007936477661133, 3.4002685546875]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-01-01-02-02-05.wav,audio-only,neutral,Dogs are sitting by the door,male,"[-740.1925048828125, 73.59954833984375, 12.27108383178711, 18.867023468017578, 4.726950168609619, 20.524677276611328, 2.5236222743988037, 5.097033500671387, 7.38169002532959, 7.627107620239258, 2.986598014831543, 2.63529109954834, 1.8837453126907349, 1.2229398488998413, 0.32871365547180176, -4.5434136390686035, -1.183274269104004, 0.8392137289047241, 1.823707938194275, 3.0809781551361084]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-01-05.wav,audio-only,calm,Kids are talking by the door,male,"[-759.3392333984375, 80.25760650634766, 12.479273796081543, 20.053192138671875, 10.51807975769043, 16.215181350708008, 7.701745986938477, 6.937246799468994, 6.149354457855225, 2.7589545249938965, 2.767406702041626, 3.285141944885254, 2.609860897064209, 1.6087899208068848, -0.5582659840583801, -2.9131217002868652, 1.5528969764709473, 3.9300239086151123, 2.627455949783325, 1.5186678171157837]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-01-02-05.wav,audio-only,calm,Kids are talking by the door,male,"[-786.0324096679688, 71.92587280273438, 10.886141777038574, 20.49810791015625, 14.774413108825684, 16.729938507080078, 8.26351261138916, 6.734854698181152, 9.6458101272583, 3.0469233989715576, 0.7509515881538391, 5.910436630249023, 2.993497848510742, 2.075145959854126, 0.505384624004364, -2.895566940307617, 2.823381185531616, 3.717787742614746, 2.442876100540161, 3.5893003940582275]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-01-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-760.4326782226562, 78.69688415527344, 10.174429893493652, 24.35512351989746, 12.059734344482422, 15.464503288269043, 5.70294713973999, 4.552704334259033, 7.36461877822876, 4.669015884399414, 4.467599391937256, 1.6090267896652222, 0.8413557410240173, 0.1847440004348755, -2.1418778896331787, -2.5710465908050537, 1.0295361280441284, 3.2709908485412598, 1.9013421535491943, 2.046311378479004]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-720.3920288085938, 80.96398162841797, 8.129980087280273, 29.036678314208984, 9.466115951538086, 13.32740592956543, 4.179986953735352, 5.358632564544678, 4.68723201751709, 4.118007183074951, 3.9622957706451416, 1.9225994348526, -0.6395402550697327, 0.5932871103286743, -0.9171239733695984, -4.3746747970581055, 0.7481876015663147, 3.7839536666870117, 1.6729377508163452, 2.841031074523926]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,audio-only,calm,Kids are talking by the door,male,"[-716.2769165039062, 84.9597396850586, 6.59045934677124, 21.367338180541992, 8.047591209411621, 19.245342254638672, 5.934000015258789, 10.1887788772583, 5.218437671661377, 3.8579163551330566, 2.100654363632202, 5.538376331329346, 1.4396414756774902, -0.59538733959198, 0.297521710395813, -1.6603715419769287, 2.0740034580230713, 3.2215523719787598, 1.701402187347412, 4.434325695037842]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,audio-only,calm,Kids are talking by the door,male,"[-788.1284790039062, 66.4343490600586, 10.260048866271973, 20.730653762817383, 12.293511390686035, 14.025546073913574, 8.87398624420166, 6.912585735321045, 9.488971710205078, 4.690107822418213, 2.9840919971466064, 4.535762786865234, -0.00020765750377904624, 0.055996835231781006, -0.4346950650215149, -1.118069052696228, 3.089015245437622, 2.9473609924316406, 3.2413787841796875, 3.5425612926483154]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-742.416748046875, 81.15308380126953, 6.351352691650391, 29.8123779296875, 14.24439811706543, 21.24283790588379, 8.01916217803955, 4.5602216720581055, 8.070130348205566, 5.419501781463623, 1.7441778182983398, 0.7239564657211304, 3.195216655731201, 0.9557644724845886, -3.223562479019165, -5.770133972167969, 4.221645832061768, 5.838977336883545, 1.1203092336654663, 2.343417167663574]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,audio-only,calm,Dogs are sitting by the door,male,"[-781.4942626953125, 67.25814819335938, 8.790583610534668, 26.106760025024414, 13.182194709777832, 19.779001235961914, 8.212775230407715, 5.662003993988037, 12.495124816894531, 6.486823081970215, 3.5056331157684326, 2.268455982208252, 1.4834977388381958, 0.8930197954177856, -2.412604808807373, -3.0226285457611084, 2.4735052585601807, 4.223427772521973, 3.449392080307007, 3.147810220718384]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,audio-only,happy,Kids are talking by the door,male,"[-703.053466796875, 78.8103256225586, 8.780671119689941, 19.300884246826172, 3.706038475036621, 16.773178100585938, 7.57171106338501, 6.343581676483154, -0.03983144462108612, 3.768653154373169, 8.278592109680176, 8.751402854919434, -1.690733551979065, -0.5777873396873474, -0.7620341777801514, -2.5899503231048584, -1.8852787017822266, -0.8351739048957825, 0.3146533966064453, 1.4681121110916138]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,audio-only,happy,Kids are talking by the door,male,"[-685.857177734375, 74.7795181274414, 9.187919616699219, 11.903141975402832, 1.4174669981002808, 15.823894500732422, 7.745150089263916, 6.653611660003662, 1.7058041095733643, 4.32235860824585, 6.071035385131836, 5.713504791259766, -0.4205884039402008, 0.10764814913272858, 0.9118210673332214, -0.22418439388275146, -1.6939016580581665, -0.05022580921649933, 2.701364517211914, 3.3427350521087646]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-689.2659912109375, 61.343997955322266, 7.055755138397217, 16.953832626342773, 3.2612686157226562, 16.046432495117188, 4.871043682098389, 5.217580795288086, 4.418346881866455, 3.7633934020996094, 3.8187718391418457, 3.719912052154541, -1.156543254852295, 0.4484941363334656, 0.4450984299182892, -2.307008743286133, -2.1478259563446045, -0.3529976010322571, 1.8314175605773926, 2.8854830265045166]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-626.0984497070312, 79.26525115966797, 9.75615119934082, 15.807690620422363, 4.508315563201904, 14.710206031799316, 4.671737194061279, 3.1927490234375, 0.9736440181732178, 3.119257926940918, 4.943577766418457, 3.1075170040130615, -4.195826530456543, -0.40511155128479004, -1.8993074893951416, -3.851221799850464, -2.592860460281372, -0.19556331634521484, 2.1468944549560547, 1.008123755455017]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,audio-only,happy,Kids are talking by the door,male,"[-633.3287963867188, 68.46794128417969, 6.682597637176514, 21.083457946777344, 4.1376543045043945, 11.814934730529785, 1.6752957105636597, 5.309844493865967, -3.135909080505371, -0.6015989184379578, 4.127824306488037, 5.783773422241211, -3.7421963214874268, -3.126649856567383, -3.141404867172241, -4.566206455230713, -2.025547504425049, -1.5396952629089355, -2.60689377784729, 0.3447401523590088]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,audio-only,happy,Kids are talking by the door,male,"[-572.9840698242188, 78.71796417236328, 5.409303665161133, 11.749809265136719, -4.321847438812256, 8.972380638122559, 3.278027057647705, 5.196715354919434, -5.705742835998535, -0.769142746925354, 6.032599925994873, 6.123487949371338, -6.414697170257568, -4.0092620849609375, -1.9282537698745728, -2.980557441711426, -2.889075994491577, -1.9255437850952148, -2.5703020095825195, 0.36530399322509766]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-569.6212158203125, 75.23690795898438, 7.496952056884766, 16.062652587890625, 1.1198879480361938, 11.378396034240723, 6.030426502227783, 2.7017903327941895, -3.1371867656707764, 2.48811411857605, 6.981770992279053, 5.255502700805664, -5.31209659576416, -4.62450647354126, -3.4570796489715576, -4.190709590911865, -5.488973140716553, -2.980616569519043, -1.7345118522644043, 1.1692672967910767]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,audio-only,happy,Dogs are sitting by the door,male,"[-563.9928588867188, 56.37103271484375, 4.621041774749756, 15.424467086791992, 0.25890597701072693, 9.489931106567383, 2.480952501296997, 4.137860298156738, -1.5408027172088623, -2.254509449005127, 4.67235803604126, 5.482434272766113, -2.6930153369903564, -2.6312122344970703, -2.3129894733428955, -2.8166747093200684, -2.8434433937072754, -3.4949512481689453, -1.3928015232086182, 1.4058681726455688]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,audio-only,sad,Kids are talking by the door,male,"[-791.5620727539062, 66.2127914428711, 18.661645889282227, 19.546175003051758, 8.950008392333984, 19.378795623779297, 5.452291965484619, 7.330303192138672, 11.099149703979492, 7.1207709312438965, 2.0300567150115967, 3.530433177947998, 3.7114741802215576, 1.8438217639923096, 0.46660417318344116, -3.0347647666931152, 2.8414053916931152, 0.48529329895973206, 0.6427686810493469, 5.271916389465332]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-01-02-05.wav,audio-only,sad,Kids are talking by the door,male,"[-772.188720703125, 76.84464263916016, 12.438470840454102, 17.503677368164062, 6.541945457458496, 18.837209701538086, 5.885542869567871, 5.275944232940674, 8.677265167236328, 6.44008731842041, 3.868459701538086, 2.3480868339538574, 1.6062849760055542, 0.32960739731788635, -1.1426029205322266, -2.7081050872802734, 0.6674444675445557, 0.872184157371521, 2.3025400638580322, 5.40733528137207]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-01-05.wav,audio-only,sad,Dogs are sitting by the door,male,"[-788.4172973632812, 63.093406677246094, 14.377525329589844, 20.165842056274414, 5.340763092041016, 16.532882690429688, 5.193986892700195, 6.039482116699219, 7.5464186668396, 9.173303604125977, 5.673144817352295, 4.629011154174805, 1.0417298078536987, -1.1007057428359985, 0.5455760359764099, -4.212522506713867, 0.4655214250087738, 1.7977995872497559, 2.49438214302063, 4.972922325134277]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-01-02-02-05.wav,audio-only,sad,Dogs are sitting by the door,male,"[-762.2139892578125, 70.95927429199219, 16.081880569458008, 22.973709106445312, 8.161333084106445, 21.01436424255371, 4.8946146965026855, 5.611473083496094, 8.243303298950195, 8.045738220214844, 3.5089876651763916, 4.357067108154297, 0.4386676847934723, -0.24478395283222198, 0.2922798693180084, -4.291415691375732, 2.1389029026031494, 2.543602466583252, 1.7655643224716187, 4.6323466300964355]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,audio-only,sad,Kids are talking by the door,male,"[-758.8782958984375, 68.99687957763672, 14.233612060546875, 20.07063102722168, 6.757296085357666, 19.82636833190918, 5.506900787353516, 9.793429374694824, 5.752023696899414, 4.160057544708252, 3.5679872035980225, 3.9861185550689697, 1.083020806312561, -0.665337324142456, 1.1975250244140625, -1.2268779277801514, -1.5283154249191284, 2.87784743309021, 1.3000420331954956, 1.6585320234298706]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,audio-only,sad,Kids are talking by the door,male,"[-773.6172485351562, 72.7349624633789, 12.853520393371582, 14.200262069702148, 5.9430365562438965, 17.280323028564453, 8.109004020690918, 12.652680397033691, 7.39260196685791, 3.923208713531494, 6.777474880218506, 3.088067054748535, 1.1399492025375366, -0.41014596819877625, 0.26217958331108093, 0.5379438996315002, -1.7533003091812134, 0.43092530965805054, 3.0674803256988525, 1.829345941543579]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,audio-only,sad,Dogs are sitting by the door,male,"[-732.2301635742188, 62.270999908447266, 6.149196147918701, 15.236595153808594, 7.167050361633301, 16.21113395690918, 5.143733978271484, 8.022141456604004, 6.139068126678467, 2.4638671875, 4.258347034454346, 3.325892448425293, -0.021078551188111305, -0.7384138107299805, 0.2553427219390869, -2.3377370834350586, -2.556659698486328, 1.238735556602478, 2.6598381996154785, 2.109962224960327]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,audio-only,sad,Dogs are sitting by the door,male,"[-757.70556640625, 71.03175354003906, 10.112163543701172, 13.357565879821777, 4.183779239654541, 14.316347122192383, 7.408193111419678, 6.546003341674805, 5.226963996887207, 3.9838767051696777, 6.150396823883057, 4.270472526550293, 1.147373080253601, -0.9594950079917908, 0.9705343246459961, -2.779310941696167, -3.91591215133667, -0.13258346915245056, 1.384568452835083, 4.0250630378723145]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,audio-only,angry,Kids are talking by the door,male,"[-551.6533203125, 77.69256591796875, 3.6604719161987305, 6.483318328857422, -7.313801288604736, 18.103761672973633, 4.976186752319336, 1.7561062574386597, -2.4920003414154053, -1.5504944324493408, 0.7439786195755005, 3.48545241355896, -5.417190074920654, -1.8345261812210083, 0.8575506806373596, -2.66796875, -4.881535530090332, -1.1986743211746216, -0.8369421362876892, 0.7374032139778137]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,audio-only,angry,Kids are talking by the door,male,"[-565.0723266601562, 71.56560516357422, 0.9468415975570679, 11.093762397766113, -2.824680805206299, 20.919857025146484, 7.011259078979492, 5.836076259613037, -0.944697380065918, -0.47184500098228455, 1.3104536533355713, 3.005103588104248, -2.520095109939575, -0.879302978515625, 0.5940858721733093, -0.3780149221420288, -2.1760590076446533, 0.4646008610725403, -0.041960686445236206, 2.373103618621826]"
