,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,audio-only,sad,Dogs are sitting by the door,female,"[-724.5502319335938, 69.7497329711914, 5.311229705810547, 17.919330596923828, -5.149949073791504, 12.203376770019531, 0.4877643287181854, 0.7590084671974182, 4.882862091064453, -1.1876846551895142, -2.0116751194000244, -6.905214786529541, -3.635575294494629, -2.6347925662994385, -7.081910610198975, -6.016386032104492, -2.117311477661133, -0.6341351270675659, -1.8350692987442017, -4.060209274291992]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,audio-only,sad,Dogs are sitting by the door,female,"[-754.8473510742188, 73.5234375, 6.968062400817871, 19.817167282104492, -5.961588382720947, 12.811931610107422, 2.8504230976104736, 2.480865716934204, 5.592778205871582, -0.2492924928665161, -1.3683044910430908, -6.264153957366943, -4.041867256164551, -2.779480457305908, -5.727815628051758, -5.859512805938721, -1.5810133218765259, -0.12452929466962814, -0.6862577199935913, -3.3435354232788086]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,audio-only,sad,Kids are talking by the door,female,"[-501.1607360839844, 68.71418762207031, -26.59789276123047, -7.023475646972656, -16.676733016967773, 14.697866439819336, -4.561195373535156, -13.284257888793945, 0.7949689626693726, 4.652833461761475, -7.898130416870117, -12.469719886779785, -5.888643741607666, 1.1173954010009766, -10.51375675201416, -4.878076553344727, -0.1180863082408905, -2.336026430130005, -3.2566161155700684, -3.8441762924194336]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,audio-only,sad,Kids are talking by the door,female,"[-705.5227661132812, 67.03693389892578, -13.562722206115723, 9.897894859313965, -9.101869583129883, 13.977646827697754, -2.727161169052124, -5.66546630859375, 3.325578451156616, 1.1241238117218018, -4.474210262298584, -8.867049217224121, -7.259914875030518, -3.155010223388672, -7.737396717071533, -4.63015604019165, -0.7916759848594666, -0.007441703230142593, -0.8025835752487183, -4.669747829437256]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,audio-only,sad,Dogs are sitting by the door,female,"[-492.97357177734375, 68.73212432861328, -18.158485412597656, 9.074840545654297, -14.460919380187988, 11.93703556060791, -6.569255352020264, -9.907179832458496, 0.6722405552864075, 1.7596993446350098, -8.024474143981934, -9.820455551147461, -10.490866661071777, -2.1172075271606445, -7.533107757568359, -2.9313416481018066, 0.1795836091041565, -2.4728188514709473, -6.356348991394043, -4.7683234214782715]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,audio-only,sad,Dogs are sitting by the door,female,"[-577.1754760742188, 83.65113067626953, -29.040672302246094, 6.979546546936035, -20.018653869628906, 18.73812484741211, -5.017845153808594, -9.871006965637207, 1.3560540676116943, 4.477186679840088, -8.22671127319336, -20.687376022338867, -8.123428344726562, -2.681082248687744, -15.547830581665039, -7.565741539001465, 3.109394073486328, -5.312466144561768, -3.3747551441192627, -8.451766014099121]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,audio-only,angry,Kids are talking by the door,female,"[-628.3773193359375, 69.17433166503906, -5.178633213043213, 4.145028591156006, -2.561075448989868, 12.80250358581543, -1.2456252574920654, 0.469867080450058, 1.9131802320480347, -0.15961754322052002, -1.8853422403335571, -7.068089485168457, -4.552384853363037, -1.1226437091827393, -5.304864883422852, -2.5596113204956055, -3.4241418838500977, -1.2519623041152954, -1.1628201007843018, -2.5723166465759277]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,audio-only,angry,Kids are talking by the door,female,"[-633.576171875, 81.40948486328125, -3.3945391178131104, 12.312211990356445, 0.15038391947746277, 18.755014419555664, 0.17323167622089386, 2.1294286251068115, 2.5182831287384033, 1.4513970613479614, 0.1524766981601715, -4.288756370544434, -2.8510663509368896, -2.0176520347595215, -7.535134792327881, -0.8652833700180054, -3.6841251850128174, -0.15810608863830566, -0.5594437718391418, -1.3593299388885498]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,audio-only,angry,Dogs are sitting by the door,female,"[-575.0964965820312, 75.46737670898438, -5.952739238739014, 5.764710903167725, -5.76168966293335, 16.036334991455078, -4.9224724769592285, -6.345067977905273, 0.3738289773464203, -1.1566582918167114, -5.098765850067139, -9.01849365234375, -6.193378925323486, -5.5427727699279785, -9.495543479919434, -2.3111624717712402, -5.157081604003906, -3.0018486976623535, -1.0265710353851318, -2.4963998794555664]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,audio-only,angry,Dogs are sitting by the door,female,"[-552.8905639648438, 61.287193298339844, -5.675507545471191, 6.467487335205078, -3.8541319370269775, 11.536757469177246, -1.13626229763031, -6.127384185791016, -1.835649847984314, -0.6924837827682495, -2.373044013977051, -7.497091770172119, -5.044739723205566, -3.864227533340454, -8.757318496704102, -1.1375614404678345, -1.5543057918548584, -2.870488166809082, -2.4253756999969482, -3.0846197605133057]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,audio-only,angry,Kids are talking by the door,female,"[-354.5450439453125, 60.94977951049805, -15.774032592773438, -11.035030364990234, -17.014625549316406, 4.933563709259033, -12.263420104980469, -11.073600769042969, -6.062492370605469, -2.2667653560638428, -8.45809268951416, -9.888628005981445, -7.910427570343018, -2.841268301010132, -9.787718772888184, -0.8815789818763733, -5.230341911315918, -3.8538384437561035, -1.7818505764007568, -5.14879846572876]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,audio-only,angry,Kids are talking by the door,female,"[-351.93011474609375, 61.122169494628906, -17.441200256347656, -9.586421966552734, -16.84105682373047, 6.230916976928711, -11.277957916259766, -8.437026977539062, -6.983283042907715, -3.7039425373077393, -7.762344837188721, -8.762225151062012, -6.697362899780273, -2.0010175704956055, -8.780231475830078, -1.4329389333724976, -5.543876647949219, -2.6105523109436035, -1.2450207471847534, -4.752418041229248]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,audio-only,angry,Dogs are sitting by the door,female,"[-353.36944580078125, 57.1003303527832, -12.466053009033203, -4.588779449462891, -19.226720809936523, 9.709651947021484, -14.423879623413086, -14.17140007019043, -8.077797889709473, -0.6658418774604797, -9.457913398742676, -9.877103805541992, -8.654813766479492, -1.5773403644561768, -11.851224899291992, -2.219862937927246, -4.391894817352295, -5.271904945373535, 0.9659525156021118, -6.616827011108398]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,audio-only,angry,Dogs are sitting by the door,female,"[-367.50360107421875, 59.51322555541992, -15.75097942352295, -7.045711517333984, -15.651750564575195, 10.70169734954834, -14.52826976776123, -13.502639770507812, -4.709880828857422, -0.4196541905403137, -5.712363243103027, -9.869887351989746, -7.808640003204346, -3.163952350616455, -10.017216682434082, 0.004565117415040731, -5.335651874542236, -5.363161087036133, -1.2324997186660767, -6.459023952484131]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,audio-only,fearful,Kids are talking by the door,female,"[-689.6631469726562, 73.6825942993164, -2.2498042583465576, 13.76805305480957, -11.008637428283691, 15.384261131286621, -1.047726035118103, 2.468966484069824, 4.199047565460205, 1.9358808994293213, -2.844435214996338, -4.473204135894775, -4.536085605621338, -2.4869649410247803, -5.139687538146973, -1.2747182846069336, -1.760758638381958, -0.055172134190797806, -0.9009024500846863, -3.182695150375366]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,audio-only,fearful,Kids are talking by the door,female,"[-671.3092041015625, 86.27796936035156, -9.812952041625977, 5.210482597351074, -9.308953285217285, 16.514938354492188, -0.6275559067726135, 0.5108646750450134, 8.275050163269043, 5.737401962280273, -2.460983991622925, -6.746729373931885, -10.992691993713379, -2.0492067337036133, -3.8843955993652344, -0.013791205361485481, -2.1205098628997803, 1.018846035003662, -0.5779160261154175, -4.676420211791992]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-658.836181640625, 74.73031616210938, 0.8810445070266724, 9.132221221923828, -10.320353507995605, 16.0856990814209, -2.4731454849243164, -1.5107072591781616, 3.604102611541748, 2.1816370487213135, -6.360747814178467, -9.085463523864746, -6.896906852722168, -5.5478291511535645, -9.31563949584961, -4.532075881958008, -2.1697494983673096, -0.7319419980049133, -0.7836509346961975, -5.365183353424072]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-657.9741821289062, 67.7914047241211, -3.489776849746704, 13.378396034240723, -10.664993286132812, 16.353181838989258, 2.044959306716919, 2.354282855987549, 5.557729244232178, 1.1212787628173828, -2.7562777996063232, -5.804080486297607, -6.213141918182373, -1.9302729368209839, -6.0852742195129395, -0.5394147634506226, -2.5096335411071777, -0.3467739224433899, 0.12198734283447266, -3.8765530586242676]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,audio-only,fearful,Kids are talking by the door,female,"[-374.3153076171875, 63.38790512084961, -28.226070404052734, -13.698053359985352, -21.721378326416016, -5.716369152069092, -9.219660758972168, -4.347904205322266, -11.717022895812988, -1.119821310043335, -6.081872463226318, -20.384925842285156, -13.478615760803223, -4.4686360359191895, -9.451793670654297, -3.900485038757324, -2.0821099281311035, 0.23102296888828278, -5.866065979003906, -7.576329231262207]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,audio-only,fearful,Kids are talking by the door,female,"[-377.5032958984375, 56.33605194091797, -26.33856964111328, -12.727521896362305, -20.912260055541992, -1.5085467100143433, -8.299725532531738, -8.731471061706543, -14.667247772216797, -2.344449281692505, -6.208815574645996, -14.650734901428223, -14.267979621887207, -6.219932556152344, -6.720993995666504, -1.7833508253097534, -4.339023113250732, 0.07141084223985672, -0.4935568571090698, 1.4267641305923462]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-397.213134765625, 59.96439743041992, -27.889759063720703, -4.947308540344238, -23.528348922729492, 0.7820878028869629, -5.755802154541016, -9.47377872467041, -10.645438194274902, 0.18023350834846497, -7.100301265716553, -18.114391326904297, -15.799341201782227, -6.349918842315674, -8.616944313049316, -2.787585735321045, -2.53067946434021, -0.8583465218544006, -5.879364490509033, -7.885316371917725]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-338.93621826171875, 57.77479553222656, -24.618228912353516, -6.918335437774658, -28.9821834564209, -2.2910308837890625, -8.58476734161377, -8.619050025939941, -13.601213455200195, -0.8981634378433228, -1.2409418821334839, -20.318147659301758, -16.434486389160156, -2.4500741958618164, -5.583368301391602, -2.0480797290802, 1.1691275835037231, 5.919216632843018, 1.5875706672668457, 0.4425346255302429]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,audio-only,disgust,Kids are talking by the door,female,"[-699.978759765625, 83.24127197265625, -1.852083444595337, 21.66715431213379, -4.90722131729126, 13.131067276000977, -0.8363937735557556, 3.978422164916992, 2.4406931400299072, -1.2021734714508057, -3.058407783508301, -3.0422167778015137, -4.877857685089111, -4.486383438110352, -7.782682418823242, -6.400710582733154, -1.335931420326233, 0.24258218705654144, -1.8430095911026, -2.5924177169799805]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,audio-only,disgust,Kids are talking by the door,female,"[-719.1851806640625, 66.05459594726562, -3.7113208770751953, 18.840106964111328, -0.7860154509544373, 14.627643585205078, -2.557715892791748, 7.653223991394043, 3.1750104427337646, 4.0047287940979, -2.142578125, -4.378422737121582, -2.379411458969116, -0.920050859451294, -7.329493522644043, -2.6079821586608887, 1.2842965126037598, 1.6236804723739624, -1.2538163661956787, -3.761570692062378]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-767.174072265625, 54.04216766357422, 8.413030624389648, 26.66366195678711, -4.189537525177002, 6.973095893859863, 0.13914737105369568, 7.572078704833984, 1.4964672327041626, -1.0763946771621704, -2.4974541664123535, -6.127645969390869, -1.5201858282089233, -1.3262078762054443, -9.025238037109375, -3.2267143726348877, -2.0435454845428467, 0.38008490204811096, -2.4617185592651367, -2.5754802227020264]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-726.4596557617188, 59.844181060791016, 3.3435962200164795, 22.71468734741211, -9.596260070800781, 10.195679664611816, 0.3196820914745331, 7.322495937347412, 4.616604328155518, -1.3788046836853027, -6.237637042999268, -6.03514289855957, -2.9792087078094482, -1.823508620262146, -7.263803005218506, -2.121408224105835, -1.58607017993927, -1.333968162536621, -4.3267083168029785, -2.1487441062927246]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,audio-only,disgust,Kids are talking by the door,female,"[-551.5917358398438, 60.959442138671875, -12.427212715148926, 5.636421203613281, -6.735608100891113, 14.023637771606445, -5.507504940032959, -2.096426486968994, -7.512372016906738, -2.4657440185546875, -5.811720848083496, -7.808929920196533, -6.779281139373779, -7.256855487823486, -9.456274032592773, 0.10168448835611343, -2.4618797302246094, -6.628894329071045, -1.109189510345459, -1.6305272579193115]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,audio-only,disgust,Kids are talking by the door,female,"[-670.7378540039062, 72.78337097167969, -4.156199932098389, 4.62443733215332, -3.0431158542633057, 7.9830546379089355, -3.383176803588867, -2.646596670150757, -3.0050575733184814, -2.3616552352905273, -7.744589328765869, -5.716982364654541, -2.862358808517456, -5.801564693450928, -10.025503158569336, -0.9202003479003906, -2.5337750911712646, -3.1202893257141113, -2.739611864089966, -1.1692208051681519]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-609.9205932617188, 70.0370864868164, 2.058840751647949, 8.376846313476562, -7.197025299072266, 11.096531867980957, 1.4448153972625732, 3.3853681087493896, -1.8676044940948486, -1.3695526123046875, -7.479477405548096, -8.378331184387207, -2.00140380859375, -2.7816684246063232, -9.574899673461914, -0.7447436451911926, -0.7311544418334961, -2.732757568359375, -3.303953170776367, -2.4706854820251465]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-657.3819580078125, 63.817569732666016, 8.541611671447754, 18.754592895507812, -0.11591165512800217, 10.61653995513916, 3.1960413455963135, 2.942958354949951, -0.7034605145454407, -0.2361336499452591, -2.5194079875946045, -3.496574878692627, -0.7670058012008667, -1.282935380935669, -5.172547340393066, -0.08284106850624084, -0.790134072303772, 0.2493351250886917, 0.02532668597996235, -0.43052127957344055]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,audio-only,surprised,Kids are talking by the door,female,"[-749.2561645507812, 74.00234985351562, 4.716831207275391, 11.878418922424316, -4.774664878845215, 11.956859588623047, -1.086300253868103, 2.1790053844451904, 3.2520623207092285, 0.08396163582801819, -2.0865414142608643, -5.1551971435546875, -2.399070978164673, -1.6517970561981201, -6.170423984527588, -2.773982048034668, 0.5079018473625183, -0.4684131443500519, -1.1510919332504272, -3.8779213428497314]"
