,emotion,statements,gender,mfcc
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Nb.wav,neutral,I used to go home on the weekends and visit Agnes,female,"[-286.11181640625, 172.32923889160156, -20.685829162597656, 2.56925630569458, 46.68375015258789, 2.1575958728790283, -5.15826416015625, 15.170583724975586, 0.457186222076416, -0.8372796773910522, 12.703625679016113, 4.443194389343262, 0.3738692104816437, 2.649524211883545, -9.060259819030762, -10.935357093811035, -0.14420564472675323, -0.36959731578826904, -2.6589667797088623, -1.0346217155456543]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Ta.wav,sadness,I used to go home on the weekends and visit Agnes,female,"[-307.2563781738281, 144.3340301513672, -19.9133358001709, 6.342312335968018, 43.58796310424805, 4.710361003875732, 4.565070152282715, 22.332582473754883, 4.689231872558594, 5.39254093170166, 19.231475830078125, 7.91869592666626, 2.3403570652008057, 5.486415863037109, -5.675240993499756, -6.5746636390686035, 7.2647809982299805, 7.728222370147705, 0.23184536397457123, -2.080965518951416]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b03Wb.wav,anger,I used to go home on the weekends and visit Agnes,female,"[-358.373291015625, 135.9167022705078, -54.32526397705078, -22.86139678955078, 30.440292358398438, -11.77734661102295, -22.580839157104492, -0.7233291864395142, -7.311779499053955, -6.4289021492004395, 2.2218689918518066, -4.4350504875183105, -2.720987319946289, -2.4087860584259033, -14.563963890075684, -7.1767497062683105, 4.881192684173584, -6.960325717926025, -11.620843887329102, -0.9451255798339844]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Ab.wav,anxiety/fear,I want to take that away and then go have a drink with Karl,female,"[-322.62213134765625, 159.7836151123047, -58.90088653564453, -20.955278396606445, 37.712642669677734, -5.257379055023193, -5.71019172668457, 14.627525329589844, -8.746333122253418, -11.566767692565918, 2.8492937088012695, -4.814734935760498, -5.368391036987305, -3.786931037902832, -14.200836181640625, -7.678296089172363, 1.9635785818099976, -6.650772571563721, -8.159682273864746, -4.344847202301025]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Eb.wav,disgust,I want to take that away and then go have a drink with Karl,female,"[-335.23779296875, 135.60760498046875, -21.900203704833984, -6.898215293884277, 26.66179084777832, 1.6337456703186035, 7.997623443603516, 20.265766143798828, 0.6803159117698669, -0.14071765542030334, 9.71990966796875, 1.0880126953125, -2.6088178157806396, -5.796844959259033, -17.115028381347656, -11.210678100585938, 0.9544769525527954, -2.990915536880493, -7.141472339630127, -6.190089225769043]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Fb.wav,happiness,I want to take that away and then go have a drink with Karl,female,"[-365.7206726074219, 125.1737289428711, -38.043052673339844, -18.725244522094727, 26.216402053833008, 1.8773295879364014, -0.21302299201488495, 10.455474853515625, -6.099750518798828, -7.2127909660339355, 2.9184155464172363, -2.7616732120513916, -2.447965383529663, -1.2404870986938477, -11.112279891967773, -6.564245223999023, 3.925898790359497, -3.3567609786987305, -8.457606315612793, -3.657391309738159]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09La.wav,boredom,I want to take that away and then go have a drink with Karl,female,"[-286.5652160644531, 172.26390075683594, -37.32671356201172, -5.905516147613525, 50.99137496948242, 6.309906005859375, -3.6231744289398193, 17.950288772583008, 3.339503288269043, -1.6748740673065186, 6.560471534729004, -2.0422585010528564, -1.0987836122512817, 2.884436845779419, -9.170164108276367, -7.307947158813477, 3.4814326763153076, -3.2544426918029785, -6.869077205657959, -2.170482635498047]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Lb.wav,boredom,I want to take that away and then go have a drink with Karl,female,"[-309.5608215332031, 151.1363983154297, -31.760265350341797, -5.6067214012146, 44.858421325683594, 11.527483940124512, 5.42474365234375, 19.588050842285156, 4.368406295776367, 0.734657347202301, 4.104584217071533, -7.366686820983887, -5.69232177734375, -1.6572495698928833, -11.075623512268066, -5.24017858505249, 6.436445713043213, 1.4382243156433105, 0.1197788417339325, 1.9188346862792969]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b09Wb.wav,anger,I want to take that away and then go have a drink with Karl,female,"[-370.7378845214844, 140.1697235107422, -67.10674285888672, -26.19114112854004, 40.05231475830078, -0.32470157742500305, -12.200130462646484, 5.0151801109313965, -8.607030868530273, -10.544719696044922, -2.473045825958252, -8.361330032348633, -3.5512990951538086, -1.3259204626083374, -11.74042797088623, -2.913656234741211, 5.912431716918945, -8.155608177185059, -10.266300201416016, -0.08951008319854736]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Aa.wav,anxiety/fear,It will be in the place where we always put it,female,"[-292.5774230957031, 166.33822631835938, -50.75111770629883, -10.642126083374023, 40.36336898803711, -5.951348304748535, -0.5577264428138733, 18.516138076782227, -7.208785533905029, -4.214873790740967, 10.036375999450684, -3.358059883117676, -3.2022736072540283, -2.1441359519958496, -16.415687561035156, -6.8996171951293945, 7.0816779136657715, -2.466212034225464, -5.070150852203369, -3.330352544784546]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Eb.wav,disgust,It will be in the place where we always put it,female,"[-314.0685729980469, 159.52072143554688, -32.013057708740234, -6.134898662567139, 36.91558837890625, 2.94792103767395, 8.546918869018555, 22.40493392944336, -0.1744346171617508, 0.3710993528366089, 10.479729652404785, 1.4126924276351929, 1.8112317323684692, -2.4661083221435547, -17.53645896911621, -9.499869346618652, 2.038015365600586, -3.157118558883667, -2.8314032554626465, -5.393556118011475]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Fb.wav,happiness,It will be in the place where we always put it,female,"[-347.57183837890625, 139.47467041015625, -60.01006317138672, -24.460458755493164, 31.07943344116211, -2.5271027088165283, -1.486112117767334, 11.875969886779785, -7.552303314208984, -5.277707099914551, 1.3101872205734253, -9.062875747680664, -0.8813326954841614, 0.263303279876709, -16.70653533935547, -5.839166641235352, 7.3521928787231445, -8.203408241271973, -10.859979629516602, -0.5432425141334534]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Lb.wav,boredom,It will be in the place where we always put it,female,"[-307.9861145019531, 164.02517700195312, -33.54940414428711, -3.0163414478302, 49.00752639770508, 10.08818244934082, 6.658384323120117, 23.36311149597168, 2.893980026245117, -0.5549779534339905, 9.412461280822754, -1.1545039415359497, -3.330827236175537, -0.9649139642715454, -10.411364555358887, -5.489795207977295, 4.88970947265625, -0.2801987826824188, -1.8631572723388672, -1.7099703550338745]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Tb.wav,sadness,It will be in the place where we always put it,female,"[-297.1242370605469, 144.68858337402344, -24.286590576171875, -0.3593481779098511, 40.11191177368164, 5.488698482513428, 5.189061641693115, 22.718412399291992, 7.270882606506348, 4.721569538116455, 12.67177963256836, 5.000716686248779, 4.571620464324951, 2.689873218536377, -10.69129467010498, -4.955028533935547, 8.846912384033203, 4.422563552856445, -0.08567044883966446, -0.5469772815704346]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Td.wav,sadness,It will be in the place where we always put it,female,"[-332.8396301269531, 138.98336791992188, -23.566543579101562, 0.06311961263418198, 41.235191345214844, 9.704285621643066, 9.666357040405273, 24.856956481933594, 6.39735221862793, 3.4027886390686035, 14.397672653198242, 6.8077192306518555, 4.308983325958252, 5.708238124847412, -5.065707683563232, -4.047151565551758, 7.067569255828857, 5.819479942321777, 2.227705717086792, 0.2910860776901245]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wa.wav,anger,It will be in the place where we always put it,female,"[-396.7050476074219, 144.94744873046875, -59.63888168334961, -20.228107452392578, 41.186588287353516, 0.18301136791706085, -6.805875778198242, 12.037965774536133, -6.336771488189697, -11.143231391906738, 0.011944606900215149, -3.1073107719421387, -0.21582864224910736, -2.01922345161438, -15.328574180603027, -6.519800186157227, 5.216766834259033, -6.878146171569824, -11.328444480895996, -4.397729396820068]"
datasources\EMO_DB\EMO_DB_DATA\wav\16b10Wb.wav,anger,It will be in the place where we always put it,female,"[-314.8692626953125, 154.58834838867188, -66.08503723144531, -20.66644287109375, 41.843650817871094, -2.879948377609253, -6.404555320739746, 10.689712524414062, -9.687968254089355, -8.522913932800293, 1.0772638320922852, -7.49556303024292, -0.44294217228889465, 0.6387122869491577, -13.303482055664062, -1.7964484691619873, 6.589815139770508, -10.923055648803711, -10.466852188110352, -0.5980396866798401]"
